剧情编号,角色左,角色右,高亮方 右/左/无/皆,背景图片,背景音乐,播放音效,PlotShock,调用函数,选项,内容
,,,左,,,,,,,"Fortunately, you warned in time. If this time you were to act recklessly and harm Great Hero Guo,\nHow can I face Lady Lei again, Guo Yongrui, and #$PlayerName#..."
,,厉苍穹,右,,,,,,,"Looking down from the cliff edge \nScary palm power! Truly living up to his reputation, Great Hero Guo Huai of Central Plains."
,,,右,,,,,,,"(Highly shouting) Brother Wang Tiyi, the trap we set earlier had some flaws.\nThe falling rocks had also sealed off the valley's exit."
,,,左,,,,TRUE,,,"(She turned her head and saw that her only escape route had indeed been blocked by falling rocks, instantly losing all hope.)\nWhat? Senior Brother Li! What should we do now?"
,,,右,,,,,,,"Brother Wang Tianyi, right now I'm at the cliff's edge, and there's nothing I can do about it.\nTry to keep Guo Huai occupied. Later, we'll meet at Yuxi Village. Take care!"
,,,左,,,,,,,Hold back Guo Huai? But...
,,费彬,右,,,,,,,"Haha, Brother Wang Tianyi, take care!"
,,无,无,,,,,,,"(After Lie Cangqiong finished speaking, he turned and left without hesitation.\nFei Bin cast him a disdainful glance from atop the cliff and then left with a cold laugh.)"
,,,左,,,,TRUE,,,Senior Brother! Senior Brother!!!
,,郭淮,右,,,,,,,"Cough cough, grin-and-bear-it ghost, those in the underworld are like this.\nBetrayal, selling out one's brother-it's just business as usual."
,,,左,,,,,,,"Haha, hahaha, how much better can practitioners of the Way of Reason be?"
,,,右,,,,,,,"...From what they said, you are actually the traitor Wang Tianyi of Qingcheng.\nNo wonder I could see the Qingcheng Sect's style in your martial arts moves."
,,,右,,,,,,,"Wang Tianyi, this time although it was you who lured me into the trap,\nBut if not for your timely reminder in my moment of peril, I too might have suffered a great misfortune. This could be considered a balance between merit and fault."
,,,右,,,,,,,"Seeing that your conscience has not completely faded, I, Guo Huai, am also no one who doesn't speak reasonably.\nAs long as you surrender, I promise not to harm you in the slightest.\nYou will only be taken to Mount Qingcheng, and your Master Zhou Mozhi will decide your fate."
,,,右,,,,,,,"You may have stolen from the sect's treasury and helped Yue Wowe escape prison, but you were just momentarily possessed by evil spirits. The crime is not severe enough to warrant death.\nAs long as you sincerely admit your mistake, I will plead for you on the side. I am sure your master will spare your life."
,,,左,,,,,,,"(The moment Zhou Mozhi's name was mentioned, his eyes turned blood red.)\nGreat Hero Guo, if you're going to hand me over to that old villain Zhou Mozhi, it's better for you to kill me with one palm now!"
,,,右,,,,,,,"Wang Tianyi, even if Zhou Moshi's Sect Leader has many faults, after all, he is still your instructor and benefactor.\nOne day as a teacher, lifetime as a father; how could you utter such disrespectful words?"
,,,左,,,,,,,I have fallen to this fate entirely due to Zhou Mozhi and Young Master Tang Li of the Tang Sect!\nI would rather be torn apart piece by piece than go back to beg for mercy from those two dog thieves!
,,,右,,,,,SourceHeroFightInteractHero;StudyFight-FightAddPlotDataBase~731,,"Now that it has come to this, still clinging to delusions...\nWang Tianyi, I have no choice but to bind you back. Apologies for the inconvenience!"
731,王添翼,郭淮,无,,Fight1,,,ChangeInjury;王添翼-1-30,,"Though Guo Huai was already suffering from internal injuries, the disparity in their powers was significant.\nAfter barely a few moves, Wang Tianyi showed clear signs of fatigue and was about to give up."
,,,右,,,,,,,Wang Tianting! I have shown mercy; give it up quickly!\nYou just need to return to the Qingcheng Sect with me and face the punishment; I promise I won't make things difficult for you!
,,,左,,,,,,,"(The more he fought, the more dark energy enveloped him, making it hard for him to control himself.)\nDie... I will never return to the Qingcheng Sect!\nTraitor Zhou Moshi! Revenge! I want revenge!"
,,,右,,,,,,,"This technique is... Chaos of Devils?\nI never thought you'd learn such evil cultivation techniques. If you keep going down this path, it will surely lead to great trouble."
,,,右,,,,,,,"Wang Tianyi, I wanted to give you a break in gratitude for your timely reminder.\nI didn't expect you to remain stubborn and show no sign of repentance.\nSo today, Guo Huai can only rid the world of evil!"
,,,无,,,SpeEffect/龙咆哮,,UpgradeAllHeroSkill;王添翼-2|PlotCheckHeroSkill;王添翼,,"Afterwards, Guo Huai gathered the remaining power and attacked them with the Dragon Taming Palm technique."
,,,左,,,,TRUE,ChangeInjury;王添翼-1-负50,,"Even if the whole world stands against us, King Tengyi will never yield! Come and fight!!!"
,,,无,,,,,StartSpeFight;145,,"Only then did Wang Tianyi deploy the technique Dance of the Demons in Unison, and with the hallucinogenic effects of the divine medicine he had taken previously, it was clear that he was deeply ensnared by evil.\nAnd yet, he did not dodge or evade; instead, he stood firm and met Guo Huai's twin palms head-on, ready to fight to the death here!"
732,王添翼,郭淮,左,,,,TRUE,,,Kill kill kill kill kill!!
,郭勇锐,,左,,,,,,,"Wang Tianyi! Are you crazy?\nStop it, you're no match for my father!"
,,,右,,,,,,,"Brave Ryu, you come just in time \nQuickly follow me to mete out justice to this smiling devil right here, to rid the Wulin of evil!"
,,,左,,,,,,,Father! Wang Tianyi was framed by evil people; I hope you will spare him!
,,,右,,,,,,,"What are you talking about? Wang Tianyi's crimes are well-known in the Jianghu.\nI had hoped to show him leniency, but he not only showed no remorse but also unleashed the Dance of Demonic Chaos."
,,,右,,,,,,,"If we do not eliminate him today, he will surely become a great calamity to the Wulin tomorrow.\nGuo Yongrui, Father ordered you to execute him on the spot. Do you hear me!"
,,,左,,,,,,,"Father, Wang Tianyi is my sworn brother!\nYou might as well kill me first if you want to kill him!"
,,,右,,,,TRUE,ChangeHeroFavor;郭勇锐-5,,Guo! Yong! Rui!\nYou dare to form a brotherhood with the Five Demons of the Triad and go to war against your own father for him?\nFoolish beast! Watch as I kill you with one strike!
,玩家,,左,,,,,,,"Guo, Guo, Great Hero, spare him!!"
,,,右,,,,,,,"#$#$PlayerName#, Young Hero? How did you end up here?"
,,,左,,,,,,,"I came here with Guo Yongrui precisely to save Wang Tiyi's life.\nThere are many misunderstandings here. I hope, Great Hero Guo, that you will cease your actions for now while I explain everything!"
,,,右,,,,,,,"Oh, so you three are on the same side."
,,,右,,,,,,,"I thought that the Five Demons of the Triad world only had three left: Li Liangqiong, Fei Bin, and Wang Tianyi.\nUnexpectedly, I now have two more,#$PlayerName# and my own son Guo Yongrui.\nPerfect, we have all five ghosts! Good good good!"
,,,右,,,,,,,"Today, I Guo Huai will get to experience the new Triple Ghosts of the Black Society and their fancy moves!"
,,,左,,,,,,,"Oh well, Great Hero Guo, since things have come to this, I can only offend you!"
733,玩家,郭淮,左,,BigMap8,,,ChangeMaxFightSkill;玩家-3-4,,Great Hero's palm force is indeed profound and unparalleled. Could you please spare some mercy?
,,,右,,,,,ChangePlotDataBase;735,,"Hmph, you're pushing me too hard; don't blame me for using all my strength!"
734,玩家,郭淮,左,,BigMap8,,,ChangeMaxFightSkill;玩家-3-2,,Great Hero's palm force is indeed profound and unparalleled. Could you please spare some mercy?
,,,右,,,,,ChangePlotDataBase;735,,"Hmph. If you don't retreat, don't blame me for using full power!"
735,郭勇锐,郭淮,无,,,SpeEffect/龙咆哮,,,,"(Guo Huai seems to have made up his mind and no longer intends to engage you in prolonged combat. Instead, he channels the remaining power and launches a fierce attack on Wang Tianyi!\nThough he was suffering from internal injuries, this palm still carried six-tenths of the power of the Dragon-Taming Palm technique, making it thunderously powerful and impossible to stop! )"
,,,左,,,,,,,"Father! Wang Tianyi, watch out!"
,,,无,,,SpeEffect/风呼啸,,ChangeInjury;郭勇锐-1-80,,"Seeing Wang Tianyi about to die on the spot with just one move,\nGuo Yongrui had no choice but to step forward and meet Guo Huai's palm with all his might!"
,,,右,,,,TRUE,,,"Brave You!!!\n(Hurriedly retracting his palm, but had already beaten Guo Yongrui to spit out blood and sustain severe injuries.)"
,,,左,,,,,,,"Cough cough cough cough cough, Father!\nBrother Wang Tianyi... is wronged..."
,,,左,,,,TRUE,,,"Cough cough, Wang, Brother Wang Tianyi, where is he?!"
,,,无,,,,,,,"Everyone turned to look, not realizing just now during the palm collision they had failed to notice,\nDriven by the Cultivation Method of Chaos Magic Dance, Wang Tianyi had sprinted off and vanished from sight."
,,,左,,,,,,,"Wang Tianyi, where are you going!\nFather, wait for me to bring Wang Tianyi back and explain everything clearly!"
,无,,无,,,SpeEffect/风呼啸,,,,"(Saying this, Guo Yongrui, carrying a severely injured body, mobilized his remaining strength to chase after Wang Tianyi!)"
,,,右,,,,,,,"Devil spawn, devil spawn!!"
,玩家,,左,,,,,,,"Cough cough cough, Guo, Great Hero Guo, Wang Tianyi was falsely accused.\nThere is more to this than meets the eye; it's hard to explain in just a few words."
,,,左,,,,,,,"Once Wang Tianyi returns, we will definitely explain everything to you clearly.\nI hope you can trust me and Guo Yongrui for now and spare Wang Tianyi."
,,,右,,,,,,,"#$#$PlayerName#, Young Hero... Well, you and Valiant are still young, so it's understandable that you were deceived by the villains.\nEvil people are fickle indeed; if you trust them too easily, you will inevitably suffer!"
,,,右,,,,,,,"<b>Back in the day, I too was deceived and taught a murdering monster as my disciple...</b>\nSince then, I have vowed to eradicate all evil in the world. Only by doing so can I make amends for my past mistakes."
,,,左,,,,,,,"Great Hero... I must admit, I've never heard of this before."
,,,右,,,,,,,"$#$PlayerName#, I hope you can persuade Valiant to listen.\nStop being misled by the wicked"
,,,右,,,,,,,"Wayward but willing to return, it's not too late, cough cough cough cough,\nDo not make the same great mistakes I did when young; it will be too late to regret!"
,,,右,,,,,SetHeroMeet;郭淮|ChangeHeroFavor;郭淮-2,,"Wanrong, after entrusting your courage to me, you passed away.\nI failed as a father, and I apologize to you.\n(said and sighed deeply to the sky, departed with a somber heart)"
,,无,左,,,,,,,"Guo, Great Hero, go slowly"
,,,左,,,,,,,"Huh~The battle just now was extremely perilous \nIf not for the three of us fighting to our death, Wang Tianyi would have likely perished under Coe's Great Hero's palms."
,,,左,,,,,,,"Guo Yongrui is really pushing his luck; he dared to take his father's palm strike head-on!\nI wonder where he chased Wang Tianyi to......\nFine, I'll go back and rest for now. I'll wait for his message carrier pigeon to get better."
736,,,无,,,Horses,,,,Wang Tiaoyi's battle with Hero Guo in the valley of Qingyuan Township has been going on for several days.\nHe fled all the way and finally arrived at a secluded spot within Yuxi Village.\nThis is precisely where the Five Evils of the Black Society had previously agreed to meet.
,王添翼,无,左,,,,,,,"Huff... huff... Yuxi Village is within the jurisdiction of Yama Palace. Escaping to here should be safe, right!\nOnly wondering how Senior Brother Li hasn't arrived yet...."
,,费彬,右,,,,,,,"Haha, Wang Tianyi \nYou really managed to escape from Guo Huai's clutches. Truly a lucky break!"
,,,左,,,,,,,"Grudges unavenged, I cannot die yet \nFe Bin, less talk. Where is Senior Brother Li?"
